model_key,model_line,role,role_label,condition,condition_label,run_id,ema,correct,esr,executable,string_exact,normalized_exact,char_accuracy,token_accuracy,esr_minus_ema,prompt_tokens_mean,prompt_tokens_max,completion_tokens_mean,completion_tokens_max,completion_limit_cases,empty_sql,max_input_tokens,max_new_tokens,csv_path,csv_sha256,config_path,config_sha256,metadata_path,metadata_sha256,trace_path,trace_sha256
llama3b,Llama 3.2 3B Instruct,lora_v2,LoRA v2,structure_gate085,Structure Gate 0.85,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_012027,0.6094961240310077,629,0.8643410852713178,892,0.17054263565891473,0.3846899224806202,0.5853960697674419,0.6853981405038759,0.2548449612403101,399.265503875969,1292,32.52228682170543,143,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_012027.csv,282b619b5225c6891292c2c9e0f2c889d2e8fd8ba1dc52cd1ef3117c2820dee8,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top10_structure_rerank_v2_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,adeebe74aad37955ee1188e78de17db1d8aa4b5e5b621a386e7d95f81074fdd8,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_012027_metadata.json,63ef7509a3e5e079e4ee883a30a27110f8688354d858388dfe5175788711bb8a,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_012027_retrieval_traces.jsonl,51d6fb2b8235bf3a6448ea6f87084d7becb5dd8926d6c96bb13e6ae2e0566e89
qwen9b,Qwen 3.5 9B,base,Ausgangsmodell,zero_shot,Zero Shot,run_base_20260624_221131,0.688953488372093,711,0.9786821705426356,1010,0.018410852713178296,0.2063953488372093,0.2878044031007752,0.41879425581395346,0.2897286821705426,371.9089147286822,736,32.66957364341085,145,0,0,1536,256,results/run_base_20260624_221131.csv,f4b5c650c47ce7ea4fed78134d02fc94987ec72dce9679d29a31f4e086332c10,configs/archive/eval_spider_qwen35_9b_base_anti_overjoin_full_qwen_sqlctx_chatml_aliasnames.json,a7bbd5fb2af01623a26e7c6498c72590bdf4e04bfbb6fa9fe0bf7610b6d04003,results/run_base_20260624_221131_metadata.json,648aeac75235f6de4473e925cc2cad2bd4a66d7f58311f258f57076563f64254,,
qwen9b,Qwen 3.5 9B,base,Ausgangsmodell,top1,Dynamic Top-1,run_base_20260712_143438,0.6812015503875969,703,0.9312015503875969,961,0.05426356589147287,0.27325581395348836,0.3372774331395349,0.49131301453488374,0.25,719.7286821705426,2045,30.606589147286822,256,5,0,2048,256,results/run_base_20260712_143438.csv,4b725fa2798e1381f00bcada4b82b101c58f48424111f73dea4a24d892caddac,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_maxinput2048_full_aliasnames.json,0fd0dc9e7e983da43ce2751481d2596ca8c9a5cd5213252e1e8f904ad0314a48,results/run_base_20260712_143438_metadata.json,b07fd9d5be3a6a3b7db7ae55839230d2c0405f42c1cf5e60e0160ad7402f82c4,results/retrieval_traces/run_base_20260712_143438_retrieval_traces.jsonl,e79c0297ad3a0a94e00da96af175693e8dfd450b0cfbd9761c2e46d3efafa049
qwen9b,Qwen 3.5 9B,base,Ausgangsmodell,top1_gate070,Top-1 Gate 0.70,run_base_20260712_150257,0.6831395348837209,705,0.9622093023255814,993,0.05329457364341085,0.26841085271317827,0.3270039467054264,0.48161237500000004,0.2790697674418605,586.125,2041,30.896317829457363,256,2,0,2048,256,results/run_base_20260712_150257.csv,80a0b5522b40786cb55eb6b53f8124244348131322acac163dd040b7c55407e5,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_similarity_gate070_maxinput2048_full_aliasnames.json,8d60e863cc65e54bf7617453b42eb79851dda08eec53032893282daa93146efc,results/run_base_20260712_150257_metadata.json,37f793a61646721212b20a23041cdc1febdaf9372f13ad22add8837e54267602,results/retrieval_traces/run_base_20260712_150257_retrieval_traces.jsonl,64f450f736b53f2408ea4f8c6e96a9d10e99a1cd938ab3c60e860ebd4fa7b5b7
qwen9b,Qwen 3.5 9B,base,Ausgangsmodell,top1_gate085,Top-1 Gate 0.85,run_base_20260712_153056,0.6928294573643411,715,0.9786821705426356,1010,0.023255813953488372,0.2063953488372093,0.29048091666666664,0.4226143352713178,0.2858527131782945,391.22093023255815,1307,32.445736434108525,145,0,0,2048,256,results/run_base_20260712_153056.csv,09270fe17fcd659876530ce9dda0f099762565d451b14f21eedb76fe801e1e9e,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_similarity_gate085_maxinput2048_full_aliasnames.json,be6490e89a04ce2d2a3bb3543796a10cec87b69022e536ac31edab64e5ccd1db,results/run_base_20260712_153056_metadata.json,efe005880c8057d6ff369f260274a847d30390a91e4e4d130fbedb69ba547bfe,results/retrieval_traces/run_base_20260712_153056_retrieval_traces.jsonl,ad1ee8c126805ac659fb38dcac67efe64f0f284f58a6b6aedbb1281b3ece16aa
qwen9b,Qwen 3.5 9B,base,Ausgangsmodell,static_seed42,Static k=1 Seed 42,run_base_20260716_084140,0.6724806201550387,694,0.9253875968992248,955,0.035852713178294575,0.24321705426356588,0.3145785639534884,0.4496405281007752,0.25290697674418605,595.9089147286821,960,28.960271317829456,256,2,0,2048,256,results/run_base_20260716_084140.csv,d3bad0ff3835d8b3003f26103ba8d1c07f294054a95b42f21a46932f0ab1b100,configs/eval_qwen35_9b_base_static_fewshot_k1_full_schema_seed42_spidertrain6960_maxinput2048_full_aliasnames.json,c871e822a7ac3b9d60ae05a60e4cc722b1c3cd3739926bf38956292d9b0fce87,results/run_base_20260716_084140_metadata.json,d6ac7cd7601225a30c56bb94affaf118b4b72e7a9abecaea591ad66990bbcdcf,results/retrieval_traces/run_base_20260716_084140_retrieval_traces.jsonl,0a0376c7feb11ec548c04cf2b0cd4e7fdf3053b003a1c8baccdb03853665e90b
qwen9b,Qwen 3.5 9B,base,Ausgangsmodell,structure,Structure Top-10 v2,run_base_20260716_090811,0.688953488372093,711,0.9282945736434108,958,0.060077519379844964,0.28294573643410853,0.3422317063953489,0.5113086279069768,0.2393410852713178,730.718992248062,2045,31.19670542635659,256,6,0,2048,256,results/run_base_20260716_090811.csv,3ec1cf215924d3d7af627fbcd4bb477b1e6204be03692824ca6447cb2fd3128f,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top10_structure_rerank_v2_k1_full_schema_maxinput2048_full_aliasnames.json,e2d960ad0cc622e07abf74caa1ada009501ff115dc6569cbaa6703f8c95d8458,results/run_base_20260716_090811_metadata.json,72d28c7f1ce312d508f54e1336ccfe3621304d77895f2e039aed350cc0dbdba0,results/retrieval_traces/run_base_20260716_090811_retrieval_traces.jsonl,365178a7208e1a3e038190467012a810321ce6d5b95641e29aec1cae56677a63
qwen9b,Qwen 3.5 9B,base,Ausgangsmodell,structure_gate070,Structure Gate 0.70,run_base_20260712_160614,0.6821705426356589,704,0.9593023255813954,990,0.05426356589147287,0.2713178294573643,0.3276830261627907,0.48965282558139533,0.2771317829457365,583.2790697674419,2044,31.24418604651163,256,3,0,2048,256,results/run_base_20260712_160614.csv,d958ecf6ed62738ab2a1b2b5d06715b3aaddd95aa2df22e13f28efa6dd0e17c5,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top10_structure_rerank_v2_k1_full_schema_similarity_gate070_maxinput2048_full_aliasnames.json,8f993520768b36ba90a20a6c6c273dd131754deb870471364701c5f2283ef033,results/run_base_20260712_160614_metadata.json,d78d29988c2a671cb5b73f24e3b28f20846672853f40b8ac44114d25231ee88f,results/retrieval_traces/run_base_20260712_160614_retrieval_traces.jsonl,51ccf286db38f5c8f2d6dd070bd68639904c913c727bf6c1509be47afebb2fcf
qwen9b,Qwen 3.5 9B,base,Ausgangsmodell,structure_gate085,Structure Gate 0.85,run_base_20260712_163705,0.6918604651162791,714,0.9777131782945736,1009,0.023255813953488372,0.2063953488372093,0.29049414825581393,0.42294055620155036,0.2858527131782945,390.718992248062,1307,32.42829457364341,145,0,0,2048,256,results/run_base_20260712_163705.csv,03f8a984a60adb6a6efcf2f0459ec6d526e21f8147b24de1fc51df20e26f7109,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top10_structure_rerank_v2_k1_full_schema_similarity_gate085_maxinput2048_full_aliasnames.json,00302c8f55472a422067e43d2965482fd1ab855dba4add0e39788fc5ce40cd83,results/run_base_20260712_163705_metadata.json,137e85e0e0d7b16ffbde81eef3838ad72483032bd9b53883d695d242debb4707,results/retrieval_traces/run_base_20260712_163705_retrieval_traces.jsonl,6706da477ae9bb56efd5850e52764b99db1bf91f565b7cb8e00bd22baf7bf9c9
qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,zero_shot,Zero Shot,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_120126,0.7451550387596899,769,0.9699612403100775,1001,0.2189922480620155,0.46124031007751937,0.6559792034883721,0.7528375949612404,0.22480620155038755,371.9089147286822,736,34.61918604651163,172,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_120126.csv,ce588179496c50a8c86ee4139b9d844f09f895c9fa08e352e3f2d8cc40324971,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_zero_shot_maxinput2048_full_aliasnames.json,6e642ae09d7641570df3a8340b2c02cc4f6d15ea07a569db6407892160f08d85,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_120126_metadata.json,e65a66cf9ed0f5b58130284f4e08acb06adf08f0ffa84290fe809c0066c7e323,,
qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,top1,Dynamic Top-1,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744,0.7393410852713178,763,0.9602713178294574,991,0.23837209302325582,0.500968992248062,0.665656159883721,0.7722398585271318,0.2209302325581396,719.7286821705426,2045,33.84205426356589,172,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744.csv,82f2c0ae864d09382b094ad0a180f48e4697e96995f9c7f9ab3c7af0e52a6df0,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_k1_full_schema_maxinput2048_full_aliasnames.json,c2c0bc5fd13265451765ec8d4b4537b0f41be8d6efec3c310fd8f4012391d4f0,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744_metadata.json,5c6335632f3560b63d78d90bc3040d664b80a72ea2ca8fcf2173ae7748100518,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744_retrieval_traces.jsonl,e79c0297ad3a0a94e00da96af175693e8dfd450b0cfbd9761c2e46d3efafa049
qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,top1_gate070,Top-1 Gate 0.70,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127,0.7441860465116279,768,0.9631782945736435,994,0.24127906976744187,0.4951550387596899,0.6714733420542636,0.7769163381782945,0.21899224806201556,586.125,2041,34.26744186046512,172,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127.csv,f6be851a25baa410052acdd2b59d0b3d40706153fe2a43d18dde2112ec01464a,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,6d443c49e88e1e776e94a7231dc6f60424b8b30d3e744e08260b4dd1d3f8caf1,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127_metadata.json,63b04fd96d805f17b71b515fb058cc2d57039cfe6b899be28c599f9142239019,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127_retrieval_traces.jsonl,64f450f736b53f2408ea4f8c6e96a9d10e99a1cd938ab3c60e860ebd4fa7b5b7
qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,top1_gate085,Top-1 Gate 0.85,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738,0.7403100775193798,764,0.9689922480620154,1000,0.2131782945736434,0.4583333333333333,0.6544173575581395,0.7536121230620155,0.22868217054263562,391.22093023255815,1307,34.65988372093023,172,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738.csv,8cf96bbba037d33f404586989277dc2d316eb1c6abd5331829b32a3de170e932,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,3de7f2afab8ae416c404ef65c5e2af470f991dff3053962f0b41da1779806594,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738_metadata.json,4d38d92346c03f4aa407f8807d294cfcd6ca79b14c20c0c0e6d5550b23866614,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738_retrieval_traces.jsonl,ad1ee8c126805ac659fb38dcac67efe64f0f284f58a6b6aedbb1281b3ece16aa
qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,static_seed42,Static k=1 Seed 42,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_154004,0.7451550387596899,769,0.9622093023255814,993,0.18992248062015504,0.49224806201550386,0.6570440106589147,0.7602032645348837,0.21705426356589153,595.9089147286821,960,33.44767441860465,172,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_154004.csv,a072742b8f75426fea8bd8d3a840cde4f2694cab22668adb537b1808e3f551b0,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_static_k1_full_schema_seed42_maxinput2048_full_aliasnames.json,1bebc35f4d79e58e9bfb7bf8bc38ed3f2ce57d4ba595023a1cbf7e6cbe6f03e6,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_154004_metadata.json,cbc70c2c8e1b72ec7a2777fe2a21a397c2ef70e35c384810a1873e277c17143b,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_154004_retrieval_traces.jsonl,0a0376c7feb11ec548c04cf2b0cd4e7fdf3053b003a1c8baccdb03853665e90b
qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,structure,Structure Top-10 v2,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_163754,0.7451550387596899,769,0.9602713178294574,991,0.23837209302325582,0.49709302325581395,0.6672566870155038,0.7692483701550388,0.2151162790697675,730.718992248062,2045,33.97771317829457,172,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_163754.csv,eb37f98f3df9c4bd35ecad8bd5cb7bea4041ea764e7c22b1aa3dd0c3b50dde56,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_k1_full_schema_maxinput2048_full_aliasnames.json,eed823c7dbd82a3e4fa500894f041263f30ef82cfd809207ab6fe55089439236,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_163754_metadata.json,1442e0b043af0711bb3606212fd4fc039c38b0126a1a4fffbbd11215f5fe2fe1,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_163754_retrieval_traces.jsonl,365178a7208e1a3e038190467012a810321ce6d5b95641e29aec1cae56677a63
qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,structure_gate070,Structure Gate 0.70,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_202137,0.7432170542635659,767,0.9622093023255814,993,0.2374031007751938,0.4874031007751938,0.668836375,0.771641148255814,0.21899224806201556,583.2790697674419,2044,34.310077519379846,172,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_202137.csv,1736a3ab2cdd425dfdabc406144c8e9e9996dfb7131057d9fb85032c9491ba82,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,3ad3af6244e409dd7a188293d11a37eefbffd06982ec63d4a99dc0dfd5025200,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_202137_metadata.json,641f3cb04119d167f510660632ffdc34d9ca109260d0dbd47d95ac711df50638,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_202137_retrieval_traces.jsonl,51ccf286db38f5c8f2d6dd070bd68639904c913c727bf6c1509be47afebb2fcf
qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,structure_gate085,Structure Gate 0.85,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_211349,0.7412790697674418,765,0.9699612403100775,1001,0.2131782945736434,0.4583333333333333,0.6543015658914729,0.7537430678294573,0.22868217054263562,390.718992248062,1307,34.67635658914729,172,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_211349.csv,ac9f6a987253ba145edf2626e7ecb5f2cd6fdee2f1bb041028c8a5ecd332f109,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,dbcb53fa256c81c3cfc155de5b6930cc03b7cffa87be9a849436bc018c018a7f,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_211349_metadata.json,0d4ef7141075ddb9f30d416b0eaf18aac63385621d66b0ce2e8611b4af5b7179,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_211349_retrieval_traces.jsonl,6706da477ae9bb56efd5850e52764b99db1bf91f565b7cb8e00bd22baf7bf9c9
